,Geography,"April 1, 2010 - Census - Both Sexes; Total","April 1, 2010 - Estimates Base - Both Sexes; Total",Population Estimate (as of July 1) - 2010 - Both Sexes; Total,Population Estimate (as of July 1) - 2011 - Both Sexes; Total,Population Estimate (as of July 1) - 2012 - Both Sexes; Total,Population Estimate (as of July 1) - 2013 - Both Sexes; Total,Population Estimate (as of July 1) - 2014 - Both Sexes; Total,Population Estimate (as of July 1) - 2015 - Both Sexes; Total,Population Estimate (as of July 1) - 2016 - Both Sexes; Total,Population Estimate (as of July 1) - 2017 - Both Sexes; Total,"April 1, 2010 - Census - Both Sexes; Total - Under 5 years","April 1, 2010 - Estimates Base - Both Sexes; Total - Under 5 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - Under 5 years,"April 1, 2010 - Census - Both Sexes; Total - 5 to 9 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 5 to 9 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 5 to 9 years,"April 1, 2010 - Census - Both Sexes; Total - 10 to 14 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 10 to 14 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 10 to 14 years,"April 1, 2010 - Census - Both Sexes; Total - 15 to 19 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 15 to 19 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 15 to 19 years,"April 1, 2010 - Census - Both Sexes; Total - 20 to 24 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 20 to 24 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 20 to 24 years,"April 1, 2010 - Census - Both Sexes; Total - 25 to 29 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 25 to 29 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 25 to 29 years,"April 1, 2010 - Census - Both Sexes; Total - 30 to 34 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 30 to 34 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 30 to 34 years,"April 1, 2010 - Census - Both Sexes; Total - 35 to 39 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 35 to 39 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 35 to 39 years,"April 1, 2010 - Census - Both Sexes; Total - 40 to 44 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 40 to 44 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 40 to 44 years,"April 1, 2010 - Census - Both Sexes; Total - 45 to 49 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 45 to 49 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 45 to 49 years,"April 1, 2010 - Census - Both Sexes; Total - 50 to 54 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 50 to 54 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 50 to 54 years,"April 1, 2010 - Census - Both Sexes; Total - 55 to 59 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 55 to 59 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 55 to 59 years,"April 1, 2010 - Census - Both Sexes; Total - 60 to 64 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 60 to 64 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 60 to 64 years,"April 1, 2010 - Census - Both Sexes; Total - 65 to 69 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 65 to 69 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 65 to 69 years,"April 1, 2010 - Census - Both Sexes; Total - 70 to 74 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 70 to 74 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 70 to 74 years,"April 1, 2010 - Census - Both Sexes; Total - 75 to 79 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 75 to 79 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 75 to 79 years,"April 1, 2010 - Census - Both Sexes; Total - 80 to 84 years","April 1, 2010 - Estimates Base - Both Sexes; Total - 80 to 84 years",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 80 to 84 years,"April 1, 2010 - Census - Both Sexes; Total - 85 years and over","April 1, 2010 - Estimates Base - Both Sexes; Total - 85 years and over",Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 85 years and over
11,Hawaii,1360301,1360301,1363817,1378323,1392772,1408038,1417710,1426320,1428683,1427538,87407,87407,87766,90001,91065,91909,92451,92648,91521,90109,83361,83361,83244,83765,85175,86098,85885,86059,86578,86792,81539,81539,81505,81627,81596,82088,82159,82201,81600,81998,85994,85994,85787,83312,81229,80046,78717,78248,77690,77031,95829,95829,96726,99078,100540,101796,102023,100440,97458,93997,97302,97302,97795,99575,101104,102823,103542,105047,106402,105478,88031,88031,88668,91723,95028,98291,100239,101311,101609,101082,86756,86756,86312,85071,85567,86883,88667,91353,93409,95486,89617,89617,89647,89741,89859,89268,87750,85641,84204,83916,95787,95787,95332,93564,91147,89116,87924,87693,87462,87097,97978,97978,97851,96999,96161,95312,94226,92331,90412,87920,93340,93340,93502,94379,94917,94873,94770,94561,93584,92419,82222,82222,83045,86318,87116,88182,89100,89685,90448,90653,59170,59170,59960,63070,68157,72463,75674,78952,81612,81950,41353,41353,41764,43446,45761,48560,52313,55594,58272,62986,34675,34675,34485,34300,34146,34709,35532,36762,38215,40134,29702,29702,29762,29896,29930,29615,29209,28866,28524,28149,30238,30238,30666,32458,34274,36006,37529,38928,39683,40341
12,Idaho,1567582,1567650,1570912,1583180,1594673,1610187,1630391,1649324,1680026,1716943,121772,121772,121494,119361,116739,114655,113915,113857,115024,117037,121195,121195,121253,121357,122126,122901,123219,122828,122795,122937,116955,116955,117313,118689,119443,120691,122372,123537,125166,128315,115359,115359,115060,114167,113515,113813,115404,116963,119770,121560,108209,108209,108474,110156,111644,112572,112726,111337,111828,112737,106734,106734,106617,105917,105139,104951,106545,108310,111628,115400,102231,102232,102700,104625,105562,106861,107535,107729,108559,110319,96845,96845,96638,95814,96816,99229,102113,104939,108714,112256,94764,94764,95088,96671,97391,97473,97488,97603,97948,100362,103560,103561,103033,99885,97163,94971,94456,95623,98166,100265,104977,104977,105192,106108,105492,105151,104469,102629,100444,99107,96997,97002,97596,99496,101571,102783,103808,105154,106834,107906,83316,83318,84322,89206,90184,92469,94947,97645,100603,103841,63428,63431,63909,65876,71836,75421,79564,83994,89655,91313,46106,46114,46654,48841,51497,55376,58233,60790,63161,69539,34278,34286,34440,35332,36258,37668,39698,41266,43403,46115,25614,25626,25678,25821,26138,26675,27005,27678,28416,29327,25242,25270,25451,25858,26159,26527,26894,27442,27912,28607
13,Illinois,12830632,12831565,12841196,12862298,12878494,12890403,12882438,12862051,12835726,12802023,835577,835598,834765,824792,813134,800356,792906,786492,779202,773049,859405,859452,857426,850505,847023,841412,828182,817071,804374,790696,879448,879483,877824,871916,864356,857522,851517,840896,832114,826055,922092,922131,920192,907280,890691,874959,860124,851251,844690,836129,878964,878991,880041,885911,896485,903543,905134,897438,883088,866359,910273,910295,909791,905154,897820,895275,893886,893261,897888,903566,865684,865706,868956,880944,889101,896260,895503,887566,882292,872507,855790,855837,851422,830018,822057,824289,829423,839588,847855,851956,870100,870136,870162,873341,870084,859217,842981,821598,797501,787212,940094,940125,936166,912300,889761,867959,848121,839997,840233,834022,930785,930812,932476,938815,934238,926951,917300,899310,873569,848886,807778,807804,812908,831182,850876,867322,877507,884298,886762,879674,665429,665458,672936,707939,709671,722650,738996,756872,770727,786514,485060,485090,487999,499474,538498,558916,583914,612009,641077,641188,364475,364524,366142,374601,389562,410110,423480,434098,442947,475801,289385,289432,289008,289958,293390,299861,307702,312591,319302,331745,235381,235478,235910,235426,232548,229974,227487,226402,227953,230767,234912,235213,237072,242742,249199,253827,258275,261313,264152,265897
14,Indiana,6483802,6484125,6490029,6515358,6535665,6567484,6593182,6610596,6634007,6666818,434075,434077,433033,429031,423436,420216,419674,419769,420490,421176,444821,444812,443817,441617,442511,443609,440343,437994,434717,431782,452171,452170,452323,453227,451689,450625,449881,446002,444305,446631,475515,475572,474391,468193,459707,457372,455851,456484,457646,457089,452026,452130,453833,464838,477909,485676,489181,486836,481324,474605,419530,419537,419334,416565,414261,416039,421520,427469,437611,451628,407815,407821,409492,416356,419739,423921,422873,419943,418265,417176,417011,417019,414392,402685,397749,398986,403206,409378,416605,421637,423819,423829,424364,428277,427596,425287,419509,410843,398454,395141,473946,473945,471674,458070,445251,432637,421350,417374,420883,421091,472822,472818,473497,476623,474162,470410,467211,458633,445025,433365,418515,418514,421318,430590,439903,447972,452300,455551,457580,455176,350628,350629,354298,372333,372863,380114,388459,397753,406395,415431,259057,259064,260116,264696,285843,296862,311598,326228,342921,344058,193278,193296,194407,199501,207300,217990,225034,231234,235245,254886,151843,151869,151656,152292,153652,156940,161659,164348,169313,176128,121658,121682,121765,121198,120013,118681,117206,117034,118073,119758,115272,115341,116319,119266,122081,124147,126327,127723,129155,130060
15,Iowa,3046355,3046869,3050223,3063690,3074386,3089876,3105563,3118473,3130869,3145711,202123,202123,202007,199470,197332,195863,196270,196611,198204,198996,200646,200646,200839,201779,203679,205558,206120,206150,204349,202699,200904,200903,201165,201917,201840,202318,203025,202873,204158,206604,216837,216858,216727,216179,213680,213361,213416,214400,214682,214844,213350,213449,213861,218301,224314,229732,232903,233169,231549,229342,197843,197940,197785,196450,192940,190780,190965,191579,194534,200167,184740,184802,186088,191717,195649,198528,199879,199690,198803,195476,177148,177202,176422,173005,173412,177513,182617,188235,194004,198847,187400,187460,187314,187577,186125,183540,179929,177086,173493,174241,216482,216525,215021,206912,199364,192609,187731,185990,186315,185137,223244,223279,223409,224416,222875,220428,217231,210903,202819,195742,204393,204414,205518,208838,211541,214311,215304,216436,217464,216279,168357,168366,170411,180489,182209,186450,190762,195478,198436,201280,124365,124375,124732,126287,136559,142373,149380,157603,166876,168857,100291,100292,100454,101396,103318,107054,109622,111452,113008,122654,83387,83389,83239,83252,83335,84082,85494,86042,86997,88979,70187,70188,70109,69522,68696,67342,66118,65798,66029,66230,74658,74658,75122,76183,77518,78034,78797,78978,79149,79337
16,Kansas,2853118,2853130,2858403,2868756,2885316,2892900,2899553,2905789,2907731,2913123,205492,205494,205521,204433,203223,200865,199012,196831,194794,193139,202447,202448,202617,202906,204412,204716,203764,203352,201610,199804,198884,198884,199341,200297,200585,200751,200503,199496,199108,200285,203821,203822,204133,203132,200910,199798,199533,199830,200206,200277,204454,204456,204822,206650,214025,217538,219770,220785,218180,215302,197783,197784,198177,196616,195006,192123,190893,190718,191081,193961,179937,179937,181289,185636,190100,193181,194788,194473,192985,189826,172388,172390,171908,169021,169314,171569,174912,179462,183907,187477,174285,174286,174328,174654,174576,173081,170105,166927,164034,164290,201830,201831,200330,192134,184108,176278,170512,168813,168943,168668,204434,204435,204665,205605,203740,201403,198433,192577,184516,176887,182512,182512,183630,187260,191286,193758,194578,195064,195546,193787,148735,148734,150576,159159,160093,163681,168095,172594,176129,179857,107755,107756,108285,110545,120285,125723,131542,138161,146138,147112,82634,82634,82868,84455,86677,90711,94095,96848,98901,107945,69466,69466,69251,68838,68731,69332,70385,71140,72559,74816,56943,56943,57004,56915,56495,55851,55235,54631,54560,54748,59318,59318,59658,60500,61750,62541,63398,64087,64534,64942
17,Kentucky,4339367,4339340,4347948,4368505,4383673,4399121,4410415,4422057,4436113,4454189,282367,282363,282210,280730,277828,276329,275898,275877,276707,276883,282888,282885,282826,282890,284267,284721,282986,280762,279064,277064,284154,284149,284615,286130,285580,284869,284049,282261,282177,284346,296795,296794,296302,290593,285664,285128,283953,286185,287568,287470,289968,289968,293211,302433,311196,316104,316465,312690,306666,303192,285296,285295,285103,281750,279069,278129,281972,288035,297811,305616,280920,280916,282214,286185,286875,286913,284255,280027,276664,275380,285411,285411,283837,275890,272534,272456,274176,277629,281092,282075,291251,291248,291661,294199,294188,291385,285895,279996,271255,268165,323642,323642,322709,315071,307047,298711,290725,286823,288387,288769,319455,319453,319887,322288,321311,319857,318820,315217,307302,299321,288027,288027,289651,294719,299903,304730,307144,308840,310350,309915,250966,250964,253302,265264,263652,265866,269820,275350,279648,284644,185664,185664,186281,189093,204989,213706,224049,233874,244491,243069,139650,139649,140425,144402,149751,156324,160871,164603,167458,182324,105392,105392,105491,106671,107795,110658,114117,116826,120469,125071,78313,78313,78556,78852,78638,78423,78699,79207,80279,81272,69208,69207,69667,71345,73386,74812,76521,77855,78725,79613
18,Louisiana,4533372,4533478,4544871,4574388,4602681,4626795,4648797,4671211,4686157,4684333,314260,314260,313934,313559,310922,308125,309451,311783,312548,312038,306362,306362,306374,306843,310415,313824,313898,312768,311161,305990,306836,306836,307785,310243,310026,308892,307539,304914,304187,306171,326779,326782,324072,312533,305729,301980,299684,300891,301975,299669,338309,338317,340607,347780,352773,353840,350164,341745,329189,319682,332925,332932,334248,335877,336786,337284,341248,345851,350999,350637,295508,295515,298660,309051,317458,325263,329595,331888,331962,329050,276479,276485,276260,272413,273688,278249,285660,295056,304447,310019,288120,288125,288056,288372,287082,283496,278819,273791,268922,268429,325046,325053,323759,314829,306069,297548,288985,284466,283738,281186,329329,329332,329777,330679,328106,325964,322721,316575,307527,297888,292567,292572,294734,301379,308268,313348,315811,317827,318134,315776,242995,243000,245814,258984,259199,264061,270744,278580,284566,290415,178365,178369,179322,183073,198403,206903,216668,227213,239267,239283,133629,133634,134473,138177,143219,149725,155015,159765,163312,177136,102876,102884,102980,103900,105116,107542,110405,113044,116491,120723,77301,77311,77629,78069,78410,78001,77782,78524,79320,80313,65686,65709,66387,68627,71012,72750,74608,76530,78412,79928
19,Maine,1328361,1328362,1327568,1327968,1328101,1327975,1328903,1327787,1330232,1335907,69520,69521,69241,67629,66411,65546,64816,64248,64394,64502,74116,74116,73855,73356,73018,72382,71396,70486,69327,68426,79013,79013,78779,77958,76863,75669,74732,73873,73397,73474,88310,88310,87917,86486,84772,82931,81693,80928,80463,79404,79646,79646,79547,80100,80461,80325,79806,78534,77593,76490,72681,72685,72793,73650,74172,75154,76864,77560,78600,80100,71943,71943,71977,72952,73749,74485,74972,75628,76978,78313,79905,79905,78943,75249,73139,72572,72671,73550,75109,76900,91471,91471,91053,90013,88167,85701,82962,79632,76107,74434,107619,107617,106965,103271,99661,95685,92303,90211,89325,87947,110956,110956,110944,111416,110506,109305,107838,104994,101469,98271,102441,102441,102975,104635,106226,107520,107953,108408,108644,108161,89660,89660,90615,95272,94925,96045,97896,99660,101327,103271,65014,65014,65488,67424,74057,77902,81991,86154,90639,90592,47637,47636,47811,48975,51221,54761,57756,59960,61675,67928,38894,38894,38877,39020,39174,39956,40772,41319,42318,44249,30399,30399,30448,30571,30707,30493,30432,30506,30543,30717,29136,29135,29340,29991,30872,31543,32050,32136,32324,32728
20,Maryland,5773552,5773807,5788099,5843115,5891680,5932654,5970245,6000561,6024752,6052177,364488,364496,365305,367738,367040,365777,368493,368555,367178,366385,366868,366875,366459,366402,369797,372898,373838,373907,375261,373822,379029,379034,379081,379264,377850,376549,376722,374442,373877,376701,406241,406243,405601,402781,396978,391559,387288,386045,386349,384864,393698,393711,394966,400083,401322,403558,402744,398017,391270,386422,393548,393570,395474,402125,408129,412601,415746,418521,420691,421451,368494,368515,371551,383519,393677,402808,408177,411431,413653,416467,377409,377422,375470,365331,363596,366951,374230,383922,393892,402680,418163,418182,417266,415870,412161,403587,392968,381825,370081,366730,461585,461601,460758,453295,445135,434798,423054,417170,414557,409559,440619,440645,442600,450015,453169,454873,455949,452552,443922,434418,377989,378007,380555,390210,401847,411594,419893,426751,431944,433380,317779,317796,321057,336442,335824,341048,348108,357386,364860,374627,226596,226614,228438,235956,256796,268580,281319,293258,305992,304530,159761,159774,161053,167256,176263,188074,197036,205256,211235,229045,124579,124595,124624,125740,127467,130542,135364,139473,144994,152818,98580,98587,98750,98685,98888,98793,98829,99514,100364,101780,98126,98140,99091,102403,105741,108064,110487,112536,114632,116498
21,Massachusetts,6547629,6547808,6564943,6612178,6659627,6711138,6757925,6794002,6823721,6859819,367087,367087,367444,367247,365851,364731,364552,364111,361580,360588,385687,385694,384850,382813,381986,380750,376302,373696,372184,370299,405613,405631,404901,402712,400658,399785,398556,394807,391730,390350,462756,462804,466134,467143,463973,461115,459176,457924,456805,454957,475668,475771,478381,480465,482218,486716,491184,492593,494737,494160,441525,441525,444727,456807,468290,478516,487247,492363,495015,499621,403616,403613,405942,416729,428219,439207,447585,455352,465068,474310,418195,418196,415339,402526,397403,399421,405048,412543,420723,430635,468954,468956,467247,462492,454780,444520,432644,419401,405692,399866,515434,515433,514767,506857,497881,487245,475857,468440,463001,455142,497001,496999,498482,505277,508090,509931,511826,508445,499767,489830,432822,432819,435757,446496,459313,470886,479958,486951,492225,493492,370547,370544,374357,392280,390888,397203,406349,417635,427022,437960,264459,264466,266873,276763,303233,317124,333026,348248,363955,362368,192001,192004,192995,198036,206833,221460,232636,242912,250999,274343,162592,162593,161990,161085,161371,163296,166837,169578,173701,180971,138473,138475,138392,136930,135342,133331,131266,130393,130157,130437,145199,145198,146365,149520,153298,155901,157876,158610,159360,160490
22,Michigan,9883640,9884129,9876731,9876199,9886610,9899219,9914675,9918170,9933445,9962311,596286,596292,594157,586423,578968,574171,573923,572122,572608,573282,637784,637791,634181,624037,619177,614628,605600,598684,592918,587969,675216,675220,673337,667746,658983,650668,643846,633493,625051,622193,739599,739743,734387,715719,700335,687808,677720,672059,668241,661340,669072,669140,673932,698137,721186,734786,740382,730329,714196,702672,589583,589666,588509,585861,584443,589782,604084,625265,651828,676087,574566,574638,575198,581617,587006,591206,591231,589580,591252,593016,612493,612530,605811,578378,565731,563035,566648,574123,583608,592177,665481,665503,663802,661181,652712,639620,622008,598820,574381,563657,744581,744600,740448,718541,697625,676099,657203,649482,648522,642154,765452,765463,764643,763347,754442,743815,735696,720345,699614,680338,683186,683194,686764,699826,714364,726767,731889,733306,732628,725134,568811,568812,575216,606809,608525,619200,633382,648588,660604,675096,418625,418625,420952,430744,465509,483385,506581,531707,560236,562365,306084,306084,307568,315973,331798,353062,367011,377911,385798,416853,244085,244086,243630,244013,245527,250809,257818,262188,269481,283027,200855,200860,200870,199564,196725,193126,189757,188728,189438,191193,191881,191882,193326,198283,203554,207252,209896,211440,213041,213758
